# Motion detection test timing, WILD-SIFK, dev build with Metro, re-measure of ww-mobile-app #273 after #326
# Started 2026-09-23 09:53:19. Times are MM:SS.mmm from the start of the capture.
# himax = COM6 @ 921600 (given)
# nrf   = COM5 @ 115200 (given)
#
[01:58.249] nrf   | <info> app: Conn params applied: interval 156 units (195ms), timeout 4000ms
[02:53.215] nrf   | 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 '
[02:53.299] himax | Class 'no person': 45.1% (raw: -25)
[02:53.299] himax | Class 'person': 55.0% (raw: 25)
[02:53.299] himax | Class 0 'no person' = logit -25
[02:53.299] himax | Class 1 'person' = logit 25
[02:53.299] himax | TARGET OBJECT DETECTED!
[02:53.299] himax | Sending 9 bytes: Header 4, payload 3, checksum 2 'NN+'
[02:53.299] himax | Score 25/128 (Threshold 18)
[02:53.299] himax | HM0360 AE regs:
[02:53.299] himax | Sending 122 bytes: Header 4, payload 116, checksum 2 'HM0360 AE regs:
[02:53.299] himax | HM0360 motion in 34 blocks:
[02:53.299] himax | 0 00 00 00 00 
[02:53.299] himax | Sending 130 bytes: Header 4, payload 124, checksum 2 'HM0360 motion in 34 blocks:
[02:53.299] himax | Skipping file save.
[02:53.326] app   | [useBleListeners] RAW_RX received for F5:3F:88:C6:81:06: HM0360 motion in 0 blocks:
[02:53.329] app   | [useBleListeners] RAW_RX received for F5:3F:88:C6:81:06: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
[02:53.446] app   | [useBleListeners] RAW_RX received for F5:3F:88:C6:81:06: NN+
[02:53.520] nrf   | <info> app: I2C RX payload 3/250 bytes. Response type is 4. CRC OK (0xE69E)
[02:53.520] nrf   | BLE out: Sent   4 bytes: 'NN+'
[02:53.520] nrf   | <info> app: I2C RX payload 116/250 bytes. Response type is 4. CRC OK (0x6694)
[02:53.520] nrf   | BLE out: Sent 117 bytes: 'HM0360 AE regs:
[02:53.520] nrf   | <info> app: I2C RX payload 124/250 bytes. Response type is 4. CRC OK (0x512F)
[02:53.521] nrf   | BLE out: Sent 125 bytes: 'HM0360 motion in 34 blocks:
[02:53.521] nrf   | 00 20 10 00 a0 fd 00 12 c0 00 68 0c 08 04 c8 3a 00 05 70 00 00 00 00 00 00 00 00 00 00 00 00 00 '
[02:53.564] app   | [useBleListeners] RAW_RX received for F5:3F:88:C6:81:06: HM0360 AE regs:
[02:53.564] app   | [useBleListeners] RAW_RX received for F5:3F:88:C6:81:06:   Integration time = 97 lines
[02:53.564] app   | [useBleListeners] RAW_RX received for F5:3F:88:C6:81:06:   Analog gain = 0
[02:53.578] app   | [useBleListeners] RAW_RX received for F5:3F:88:C6:81:06:   Digital gain = 64
[02:53.580] app   | [useBleListeners] RAW_RX received for F5:3F:88:C6:81:06:   AE Mean = 81
[02:53.581] app   | [useBleListeners] RAW_RX received for F5:3F:88:C6:81:06:   AEConverged?: Y
[02:53.732] app   | [useBleListeners] RAW_RX received for F5:3F:88:C6:81:06: HM0360 motion in 34 blocks:
[02:53.732] app   | [useBleListeners] RAW_RX received for F5:3F:88:C6:81:06: 00 20 10 00 a0 fd 00 12 c0 00 68 0c 08 04 c8 3a 00 05 70 00 00 00 00 00 00 00 00 00 00 00 00 00 
[02:53.813] himax | Class 'no person': 34.0% (raw: -85)
[02:53.813] himax | Class 'person': 66.0% (raw: 85)
[02:53.813] himax | Class 0 'no person' = logit -85
[02:53.813] himax | Class 1 'person' = logit 85
[02:53.813] himax | TARGET OBJECT DETECTED!
[02:53.813] himax | Sending 9 bytes: Header 4, payload 3, checksum 2 'NN+'
[02:53.813] himax | Score 85/128 (Threshold 18)
[02:53.813] himax | HM0360 AE regs:
[02:53.813] himax | Sending 122 bytes: Header 4, payload 116, checksum 2 'HM0360 AE regs:
[02:53.813] himax | HM0360 motion in 59 blocks:
[02:53.813] himax | 0 10 18 00 00 
[02:53.813] himax | Sending 130 bytes: Header 4, payload 124, checksum 2 'HM0360 motion in 59 blocks:
[02:53.814] himax | Skipping file save.
[02:53.947] app   | [useBleListeners] RAW_RX received for F5:3F:88:C6:81:06: NN+
[02:54.105] app   | [useBleListeners] RAW_RX received for F5:3F:88:C6:81:06: HM0360 AE regs:
[02:54.105] app   | [useBleListeners] RAW_RX received for F5:3F:88:C6:81:06:   Integration time = 97 lines
[02:54.105] app   | [useBleListeners] RAW_RX received for F5:3F:88:C6:81:06:   Analog gain = 0
[02:54.112] app   | [useBleListeners] RAW_RX received for F5:3F:88:C6:81:06:   Digital gain = 64
[02:54.114] app   | [useBleListeners] RAW_RX received for F5:3F:88:C6:81:06:   AE Mean = 84
[02:54.114] app   | [useBleListeners] RAW_RX received for F5:3F:88:C6:81:06:   AEConverged?: Y
[02:54.131] nrf   | <info> app: I2C RX payload 3/250 bytes. Response type is 4. CRC OK (0xE69E)
[02:54.131] nrf   | BLE out: Sent   4 bytes: 'NN+'
[02:54.131] nrf   | <info> app: I2C RX payload 116/250 bytes. Response type is 4. CRC OK (0xF094)
[02:54.131] nrf   | BLE out: Sent 117 bytes: 'HM0360 AE regs:
[02:54.131] nrf   | <info> app: I2C RX payload 124/250 bytes. Response type is 4. CRC OK (0xC7E4)
[02:54.131] nrf   | BLE out: Sent 125 bytes: 'HM0360 motion in 59 blocks:
[02:54.131] nrf   | 00 60 90 00 80 fd 00 12 c0 04 68 cd 4c 1c 08 12 a0 04 b0 00 50 00 70 80 7c 20 04 70 10 18 00 00 '
[02:54.231] app   | [useBleListeners] RAW_RX received for F5:3F:88:C6:81:06: HM0360 motion in 59 blocks:
[02:54.231] app   | [useBleListeners] RAW_RX received for F5:3F:88:C6:81:06: 00 60 90 00 80 fd 00 12 c0 04 68 cd 4c 1c 08 12 a0 04 b0 00 50 00 70 80 7c 20 04 70 10 18 00 00 
[02:54.327] himax | Class 'no person': 41.3% (raw: -45)
[02:54.327] himax | Class 'person': 59.0% (raw: 45)
[02:54.327] himax | Class 0 'no person' = logit -45
[02:54.327] himax | Class 1 'person' = logit 45
[02:54.327] himax | TARGET OBJECT DETECTED!
[02:54.327] himax | Sending 9 bytes: Header 4, payload 3, checksum 2 'NN+'
[02:54.327] himax | Score 45/128 (Threshold 18)
[02:54.327] himax | HM0360 AE regs:
[02:54.327] himax | Sending 122 bytes: Header 4, payload 116, checksum 2 'HM0360 AE regs:
[02:54.327] himax | HM0360 motion in 42 blocks:
[02:54.327] himax | 8 10 1c 00 00 
[02:54.327] himax | Sending 130 bytes: Header 4, payload 124, checksum 2 'HM0360 motion in 42 blocks:
[02:54.327] himax | Skipping file save.
[02:54.340] app   | [useBleListeners] RAW_RX received for F5:3F:88:C6:81:06: NN+
[02:54.540] app   | [useBleListeners] RAW_RX received for F5:3F:88:C6:81:06: HM0360 AE regs:
[02:54.542] app   | [useBleListeners] RAW_RX received for F5:3F:88:C6:81:06:   Integration time = 97 lines
[02:54.543] app   | [useBleListeners] RAW_RX received for F5:3F:88:C6:81:06:   Analog gain = 0
[02:54.546] app   | [useBleListeners] RAW_RX received for F5:3F:88:C6:81:06:   Digital gain = 64
[02:54.548] app   | [useBleListeners] RAW_RX received for F5:3F:88:C6:81:06:   AE Mean = 85
[02:54.549] app   | [useBleListeners] RAW_RX received for F5:3F:88:C6:81:06:   AEConverged?: Y
[02:54.632] app   | [useBleListeners] RAW_RX received for F5:3F:88:C6:81:06: HM0360 motion in 42 blocks:
[02:54.632] app   | [useBleListeners] RAW_RX received for F5:3F:88:C6:81:06: 00 00 00 40 00 00 00 00 00 00 00 c0 00 10 c0 0e a0 03 80 01 40 00 f0 8c 7c b1 24 78 10 1c 00 00 
[02:54.746] nrf   | <info> app: I2C RX payload 3/250 bytes. Response type is 4. CRC OK (0xE69E)
[02:54.746] nrf   | BLE out: Sent   4 bytes: 'NN+'
[02:54.746] nrf   | <info> app: I2C RX payload 116/250 bytes. Response type is 4. CRC OK (0x2E8B)
[02:54.746] nrf   | BLE out: Sent 117 bytes: 'HM0360 AE regs:
[02:54.746] nrf   | <info> app: I2C RX payload 124/250 bytes. Response type is 4. CRC OK (0x5CEF)
[02:54.746] nrf   | BLE out: Sent 125 bytes: 'HM0360 motion in 42 blocks:
[02:54.746] nrf   | 00 00 00 40 00 00 00 00 00 00 00 c0 00 10 c0 0e a0 03 80 01 40 00 f0 8c 7c b1 24 78 10 1c 00 00 '
[02:54.838] himax | Class 'no person': 44.0% (raw: -31)
[02:54.838] himax | Class 'person': 56.0% (raw: 31)
[02:54.838] himax | Class 0 'no person' = logit -31
[02:54.838] himax | Class 1 'person' = logit 31
[02:54.838] himax | TARGET OBJECT DETECTED!
[02:54.838] himax | Sending 9 bytes: Header 4, payload 3, checksum 2 'NN+'
[02:54.838] himax | Score 31/128 (Threshold 18)
[02:54.838] himax | HM0360 AE regs:
[02:54.838] himax | Sending 122 bytes: Header 4, payload 116, checksum 2 'HM0360 AE regs:
[02:54.838] himax | HM0360 motion in 1 blocks:
[02:54.838] himax | 00 00 00 00 
[02:54.838] himax | Sending 129 bytes: Header 4, payload 123, checksum 2 'HM0360 motion in 1 blocks:
[02:54.838] himax | Skipping file save.
[02:54.909] app   | [useBleListeners] RAW_RX received for F5:3F:88:C6:81:06: NN+
[02:55.048] nrf   | <info> app: I2C RX payload 3/250 bytes. Response type is 4. CRC OK (0xE69E)
[02:55.048] nrf   | BLE out: Sent   4 bytes: 'NN+'
[02:55.048] nrf   | <info> app: I2C RX payload 116/250 bytes. Response type is 4. CRC OK (0x2E8B)
[02:55.048] nrf   | BLE out: Sent 117 bytes: 'HM0360 AE regs:
[02:55.048] nrf   | <info> app: I2C RX payload 123/250 bytes. Response type is 4. CRC OK (0x9D8A)
[02:55.048] nrf   | BLE out: Sent 124 bytes: 'HM0360 motion in 1 blocks:
[02:55.048] nrf   | 00 20 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 '
[02:55.048] app   | [useBleListeners] RAW_RX received for F5:3F:88:C6:81:06: HM0360 AE regs:
[02:55.048] app   | [useBleListeners] RAW_RX received for F5:3F:88:C6:81:06:   Integration time = 97 lines
[02:55.048] app   | [useBleListeners] RAW_RX received for F5:3F:88:C6:81:06:   Analog gain = 0
[02:55.048] app   | [useBleListeners] RAW_RX received for F5:3F:88:C6:81:06:   Digital gain = 64
[02:55.061] app   | [useBleListeners] RAW_RX received for F5:3F:88:C6:81:06:   AE Mean = 85
[02:55.064] app   | [useBleListeners] RAW_RX received for F5:3F:88:C6:81:06:   AEConverged?: Y
[02:55.312] app   | [useBleListeners] RAW_RX received for F5:3F:88:C6:81:06: HM0360 motion in 1 blocks:
[02:55.315] app   | [useBleListeners] RAW_RX received for F5:3F:88:C6:81:06: 00 20 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
[02:55.348] himax | Class 'no person': 45.0% (raw: -28)
[02:55.348] himax | Class 'person': 55.4% (raw: 28)
[02:55.348] himax | Class 0 'no person' = logit -28
[02:55.348] himax | Class 1 'person' = logit 28
[02:55.348] himax | TARGET OBJECT DETECTED!
[02:55.348] himax | Sending 9 bytes: Header 4, payload 3, checksum 2 'NN+'
[02:55.348] himax | Score 28/128 (Threshold 18)
[02:55.348] himax | HM0360 AE regs:
[02:55.348] himax | Sending 122 bytes: Header 4, payload 116, checksum 2 'HM0360 AE regs:
[02:55.348] himax | HM0360 motion in 0 blocks:
[02:55.348] himax | Sending 129 bytes: Header 4, payload 123, checksum 2 'HM0360 motion in 0 blocks:
[02:55.348] himax | Skipping file save.
[02:55.598] app   | [useBleListeners] RAW_RX received for F5:3F:88:C6:81:06: NN+
[02:55.662] nrf   | <info> app: I2C RX payload 3/250 bytes. Response type is 4. CRC OK (0xE69E)
[02:55.662] nrf   | BLE out: Sent   4 bytes: 'NN+'
[02:55.662] nrf   | <info> app: I2C RX payload 116/250 bytes. Response type is 4. CRC OK (0x2E8B)
[02:55.662] nrf   | BLE out: Sent 117 bytes: 'HM0360 AE regs:
[02:55.662] nrf   | <info> app: I2C RX payload 123/250 bytes. Response type is 4. CRC OK (0x7C2A)
[02:55.662] nrf   | BLE out: Sent 124 bytes: 'HM0360 motion in 0 blocks:
[02:55.662] nrf   | 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 '
[02:55.748] app   | [useBleListeners] RAW_RX received for F5:3F:88:C6:81:06: HM0360 AE regs:
[02:55.748] app   | [useBleListeners] RAW_RX received for F5:3F:88:C6:81:06:   Integration time = 97 lines
[02:55.748] app   | [useBleListeners] RAW_RX received for F5:3F:88:C6:81:06:   Analog gain = 0
[02:55.748] app   | [useBleListeners] RAW_RX received for F5:3F:88:C6:81:06:   Digital gain = 64
[02:55.748] app   | [useBleListeners] RAW_RX received for F5:3F:88:C6:81:06:   AE Mean = 85
[02:55.748] app   | [useBleListeners] RAW_RX received for F5:3F:88:C6:81:06:   AEConverged?: Y
[02:55.848] app   | [useBleListeners] RAW_RX received for F5:3F:88:C6:81:06: HM0360 motion in 0 blocks:
[02:55.848] app   | [useBleListeners] RAW_RX received for F5:3F:88:C6:81:06: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
[02:55.864] himax | Class 'no person': 52.0% (raw: 8)
[02:55.864] himax | Class 'person': 48.4% (raw: -8)
[02:55.864] himax | Class 0 'no person' = logit 8
[02:55.864] himax | Class 1 'person' = logit -8
[02:55.864] himax | Target object not detected.
[02:55.864] himax | Sending 9 bytes: Header 4, payload 3, checksum 2 'NN-'
[02:55.864] himax | Score -8/128 (Threshold 18)
[02:55.864] himax | HM0360 AE regs:
[02:55.864] himax | Sending 122 bytes: Header 4, payload 116, checksum 2 'HM0360 AE regs:
[02:55.864] himax | HM0360 motion in 1 blocks:
[02:55.864] himax |  00 00 00 00 
[02:55.864] himax | Sending 129 bytes: Header 4, payload 123, checksum 2 'HM0360 motion in 1 blocks:
[02:55.864] himax | Skipping file save.
[02:56.082] app   | [useBleListeners] RAW_RX received for F5:3F:88:C6:81:06: NN-
[02:56.198] app   | [useBleListeners] RAW_RX received for F5:3F:88:C6:81:06: HM0360 AE regs:
[02:56.198] app   | [useBleListeners] RAW_RX received for F5:3F:88:C6:81:06:   Integration time = 97 lines
[02:56.212] app   | [useBleListeners] RAW_RX received for F5:3F:88:C6:81:06:   Analog gain = 0
[02:56.213] app   | [useBleListeners] RAW_RX received for F5:3F:88:C6:81:06:   Digital gain = 64
[02:56.216] app   | [useBleListeners] RAW_RX received for F5:3F:88:C6:81:06:   AE Mean = 85
[02:56.216] app   | [useBleListeners] RAW_RX received for F5:3F:88:C6:81:06:   AEConverged?: Y
[02:56.264] nrf   | <info> app: I2C RX payload 3/250 bytes. Response type is 4. CRC OK (0x8658)
[02:56.264] nrf   | BLE out: Sent   4 bytes: 'NN-'
[02:56.264] nrf   | <info> app: I2C RX payload 116/250 bytes. Response type is 4. CRC OK (0x2E8B)
[02:56.264] nrf   | BLE out: Sent 117 bytes: 'HM0360 AE regs:
[02:56.264] nrf   | <info> app: I2C RX payload 123/250 bytes. Response type is 4. CRC OK (0x0A3F)
[02:56.264] nrf   | BLE out: Sent 124 bytes: 'HM0360 motion in 1 blocks:
[02:56.264] nrf   | 00 00 00 40 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 '
[02:56.298] app   | [useBleListeners] RAW_RX received for F5:3F:88:C6:81:06: HM0360 motion in 1 blocks:
[02:56.303] app   | [useBleListeners] RAW_RX received for F5:3F:88:C6:81:06: 00 00 00 40 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
[02:56.380] himax | Class 'no person': 49.0% (raw: -5)
[02:56.380] himax | Class 'person': 51.0% (raw: 5)
[02:56.380] himax | Class 0 'no person' = logit -5
[02:56.380] himax | Class 1 'person' = logit 5
[02:56.380] himax | Target object not detected.
[02:56.380] himax | Sending 9 bytes: Header 4, payload 3, checksum 2 'NN-'
[02:56.380] himax | Score 5/128 (Threshold 18)
[02:56.380] himax | HM0360 AE regs:
[02:56.380] himax | Sending 122 bytes: Header 4, payload 116, checksum 2 'HM0360 AE regs:
[02:56.380] himax | HM0360 motion in 0 blocks:
[02:56.380] himax | 0 00 00 00 
[02:56.380] himax | Sending 129 bytes: Header 4, payload 123, checksum 2 'HM0360 motion in 0 blocks:
[02:56.380] himax | Skipping file save.
[02:56.465] app   | [useBleListeners] RAW_RX received for F5:3F:88:C6:81:06: NN-
[02:56.548] app   | [useBleListeners] RAW_RX received for F5:3F:88:C6:81:06: HM0360 AE regs:
[02:56.548] app   | [useBleListeners] RAW_RX received for F5:3F:88:C6:81:06:   Integration time = 97 lines
[02:56.548] app   | [useBleListeners] RAW_RX received for F5:3F:88:C6:81:06:   Analog gain = 0
[02:56.548] app   | [useBleListeners] RAW_RX received for F5:3F:88:C6:81:06:   Digital gain = 64
[02:56.548] app   | [useBleListeners] RAW_RX received for F5:3F:88:C6:81:06:   AE Mean = 85
[02:56.548] app   | [useBleListeners] RAW_RX received for F5:3F:88:C6:81:06:   AEConverged?: Y
[02:56.699] app   | [useBleListeners] RAW_RX received for F5:3F:88:C6:81:06: HM0360 motion in 0 blocks:
[02:56.699] app   | [useBleListeners] RAW_RX received for F5:3F:88:C6:81:06: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
[02:56.865] nrf   | <info> app: I2C RX payload 3/250 bytes. Response type is 4. CRC OK (0x8658)
[02:56.865] nrf   | BLE out: Sent   4 bytes: 'NN-'
[02:56.865] nrf   | <info> app: I2C RX payload 116/250 bytes. Response type is 4. CRC OK (0x2E8B)
[02:56.865] nrf   | BLE out: Sent 117 bytes: 'HM0360 AE regs:
[02:56.865] nrf   | <info> app: I2C RX payload 123/250 bytes. Response type is 4. CRC OK (0x7C2A)
[02:56.865] nrf   | BLE out: Sent 124 bytes: 'HM0360 motion in 0 blocks:
[02:56.865] nrf   | 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 '
[02:56.895] himax | Class 'no person': 48.0% (raw: -11)
[02:56.895] himax | Class 'person': 52.1% (raw: 11)
[02:56.895] himax | Class 0 'no person' = logit -11
[02:56.895] himax | Class 1 'person' = logit 11
[02:56.895] himax | Target object not detected.
[02:56.895] himax | Sending 9 bytes: Header 4, payload 3, checksum 2 'NN-'
[02:56.895] himax | Score 11/128 (Threshold 18)
[02:56.895] himax | HM0360 AE regs:
[02:56.895] himax | Sending 122 bytes: Header 4, payload 116, checksum 2 'HM0360 AE regs:
[02:56.895] himax | HM0360 motion in 0 blocks:
[02:56.895] himax | Sending 129 bytes: Header 4, payload 123, checksum 2 'HM0360 motion in 0 blocks:
[02:56.895] himax | Skipping file save.
[02:57.065] app   | [useBleListeners] RAW_RX received for F5:3F:88:C6:81:06: NN-
[02:57.177] nrf   | <info> app: I2C RX payload 3/250 bytes. Response type is 4. CRC OK (0x8658)
[02:57.177] nrf   | BLE out: Sent   4 bytes: 'NN-'
[02:57.177] nrf   | <info> app: I2C RX payload 116/250 bytes. Response type is 4. CRC OK (0x2E8B)
[02:57.177] nrf   | BLE out: Sent 117 bytes: 'HM0360 AE regs:
[02:57.177] nrf   | <info> app: I2C RX payload 123/250 bytes. Response type is 4. CRC OK (0x7C2A)
[02:57.177] nrf   | BLE out: Sent 124 bytes: 'HM0360 motion in 0 blocks:
[02:57.177] nrf   | 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 '
[02:57.231] app   | [useBleListeners] RAW_RX received for F5:3F:88:C6:81:06: HM0360 AE regs:
[02:57.231] app   | [useBleListeners] RAW_RX received for F5:3F:88:C6:81:06:   Integration time = 97 lines
[02:57.237] app   | [useBleListeners] RAW_RX received for F5:3F:88:C6:81:06:   Analog gain = 0
[02:57.237] app   | [useBleListeners] RAW_RX received for F5:3F:88:C6:81:06:   Digital gain = 64
[02:57.237] app   | [useBleListeners] RAW_RX received for F5:3F:88:C6:81:06:   AE Mean = 85
[02:57.237] app   | [useBleListeners] RAW_RX received for F5:3F:88:C6:81:06:   AEConverged?: Y
[02:57.398] app   | [useBleListeners] RAW_RX received for F5:3F:88:C6:81:06: HM0360 motion in 0 blocks:
[02:57.398] app   | [useBleListeners] RAW_RX received for F5:3F:88:C6:81:06: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
[02:57.398] himax | Class 'no person': 50.4% (raw: 2)
[02:57.398] himax | Class 'person': 50.0% (raw: -2)
[02:57.398] himax | Class 0 'no person' = logit 2
[02:57.398] himax | Class 1 'person' = logit -2
[02:57.398] himax | Target object not detected.
[02:57.398] himax | Sending 9 bytes: Header 4, payload 3, checksum 2 'NN-'
[02:57.398] himax | Score -2/128 (Threshold 18)
[02:57.398] himax | HM0360 AE regs:
[02:57.398] himax | Sending 122 bytes: Header 4, payload 116, checksum 2 'HM0360 AE regs:
[02:57.398] himax | HM0360 motion in 0 blocks:
[02:57.398] himax | 0 00 00 00 
[02:57.398] himax | Sending 129 bytes: Header 4, payload 123, checksum 2 'HM0360 motion in 0 blocks:
[02:57.398] himax | Skipping file save.
[02:57.548] app   | [useBleListeners] RAW_RX received for F5:3F:88:C6:81:06: NN-
[02:57.681] app   | [useBleListeners] RAW_RX received for F5:3F:88:C6:81:06: HM0360 AE regs:
[02:57.681] app   | [useBleListeners] RAW_RX received for F5:3F:88:C6:81:06:   Integration time = 97 lines
[02:57.681] app   | [useBleListeners] RAW_RX received for F5:3F:88:C6:81:06:   Analog gain = 0
[02:57.695] app   | [useBleListeners] RAW_RX received for F5:3F:88:C6:81:06:   Digital gain = 64
[02:57.697] app   | [useBleListeners] RAW_RX received for F5:3F:88:C6:81:06:   AE Mean = 85
[02:57.697] app   | [useBleListeners] RAW_RX received for F5:3F:88:C6:81:06:   AEConverged?: Y
[02:57.781] nrf   | <info> app: I2C RX payload 3/250 bytes. Response type is 4. CRC OK (0x8658)
[02:57.781] nrf   | BLE out: Sent   4 bytes: 'NN-'
[02:57.781] nrf   | <info> app: I2C RX payload 116/250 bytes. Response type is 4. CRC OK (0x2E8B)
[02:57.781] nrf   | BLE out: Sent 117 bytes: 'HM0360 AE regs:
[02:57.781] nrf   | <info> app: I2C RX payload 123/250 bytes. Response type is 4. CRC OK (0x7C2A)
[02:57.781] nrf   | BLE out: Sent 124 bytes: 'HM0360 motion in 0 blocks:
[02:57.781] nrf   | 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 '
[02:57.781] app   | [useBleListeners] RAW_RX received for F5:3F:88:C6:81:06: HM0360 motion in 0 blocks:
[02:57.781] app   | [useBleListeners] RAW_RX received for F5:3F:88:C6:81:06: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
[02:57.920] himax | Class 'no person': 31.4% (raw: -100)
[02:57.920] himax | Class 'person': 69.0% (raw: 100)
[02:57.920] himax | Class 0 'no person' = logit -100
[02:57.920] himax | Class 1 'person' = logit 100
[02:57.920] himax | TARGET OBJECT DETECTED!
[02:57.920] himax | Sending 9 bytes: Header 4, payload 3, checksum 2 'NN+'
[02:57.920] himax | Score 100/128 (Threshold 18)
[02:57.920] himax | HM0360 AE regs:
[02:57.920] himax | Sending 122 bytes: Header 4, payload 116, checksum 2 'HM0360 AE regs:
[02:57.920] himax | HM0360 motion in 47 blocks:
[02:57.920] himax | 05 3a 02 00 00 
[02:57.920] himax | Sending 130 bytes: Header 4, payload 124, checksum 2 'HM0360 motion in 47 blocks:
[02:57.920] himax | Skipping file save.
[02:58.015] app   | [useBleListeners] RAW_RX received for F5:3F:88:C6:81:06: NN+
[02:58.148] app   | [useBleListeners] RAW_RX received for F5:3F:88:C6:81:06: HM0360 AE regs:
[02:58.154] app   | [useBleListeners] RAW_RX received for F5:3F:88:C6:81:06:   Integration time = 97 lines
[02:58.156] app   | [useBleListeners] RAW_RX received for F5:3F:88:C6:81:06:   Analog gain = 0
[02:58.156] app   | [useBleListeners] RAW_RX received for F5:3F:88:C6:81:06:   Digital gain = 64
[02:58.163] app   | [useBleListeners] RAW_RX received for F5:3F:88:C6:81:06:   AE Mean = 74
[02:58.164] app   | [useBleListeners] RAW_RX received for F5:3F:88:C6:81:06:   AEConverged?: Y
[02:58.248] app   | [useBleListeners] RAW_RX received for F5:3F:88:C6:81:06: HM0360 motion in 47 blocks:
[02:58.248] app   | [useBleListeners] RAW_RX received for F5:3F:88:C6:81:06: 00 60 18 00 28 00 10 70 00 1c 00 00 60 00 2f 00 1c 40 1b 80 12 40 00 00 0a 3a 12 05 3a 02 00 00 
[02:58.397] nrf   | <info> app: I2C RX payload 3/250 bytes. Response type is 4. CRC OK (0xE69E)
[02:58.397] nrf   | BLE out: Sent   4 bytes: 'NN+'
[02:58.397] nrf   | <info> app: I2C RX payload 116/250 bytes. Response type is 4. CRC OK (0xC534)
[02:58.397] nrf   | BLE out: Sent 117 bytes: 'HM0360 AE regs:
[02:58.397] nrf   | <info> app: I2C RX payload 124/250 bytes. Response type is 4. CRC OK (0xFF2C)
[02:58.397] nrf   | BLE out: Sent 125 bytes: 'HM0360 motion in 47 blocks:
[02:58.397] nrf   | 00 60 18 00 28 00 10 70 00 1c 00 00 60 00 2f 00 1c 40 1b 80 12 40 00 00 0a 3a 12 05 3a 02 00 00 '
[02:58.431] himax | Class 'no person': 40.4% (raw: -50)
[02:58.431] himax | Class 'person': 60.0% (raw: 50)
[02:58.431] himax | Class 0 'no person' = logit -50
[02:58.431] himax | Class 1 'person' = logit 50
[02:58.431] himax | TARGET OBJECT DETECTED!
[02:58.431] himax | Sending 9 bytes: Header 4, payload 3, checksum 2 'NN+'
[02:58.431] himax | Score 50/128 (Threshold 18)
[02:58.431] himax | HM0360 AE regs:
[02:58.431] himax | Sending 122 bytes: Header 4, payload 116, checksum 2 'HM0360 AE regs:
[02:58.431] himax | HM0360 motion in 52 blocks:
[02:58.431] himax | 72 02 00 00 
[02:58.431] himax | Sending 130 bytes: Header 4, payload 124, checksum 2 'HM0360 motion in 52 blocks:
[02:58.431] himax | Skipping file save.
[02:58.447] app   | [useBleListeners] RAW_RX received for F5:3F:88:C6:81:06: NN+
[02:58.679] app   | [useBleListeners] RAW_RX received for F5:3F:88:C6:81:06: HM0360 AE regs:
[02:58.681] app   | [useBleListeners] RAW_RX received for F5:3F:88:C6:81:06:   Integration time = 97 lines
[02:58.681] app   | [useBleListeners] RAW_RX received for F5:3F:88:C6:81:06:   Analog gain = 0
[02:58.681] app   | [useBleListeners] RAW_RX received for F5:3F:88:C6:81:06:   Digital gain = 64
[02:58.681] app   | [useBleListeners] RAW_RX received for F5:3F:88:C6:81:06:   AE Mean = 86
[02:58.695] app   | [useBleListeners] RAW_RX received for F5:3F:88:C6:81:06:   AEConverged?: Y
[02:58.697] nrf   | <info> app: I2C RX payload 3/250 bytes. Response type is 4. CRC OK (0xE69E)
[02:58.697] nrf   | BLE out: Sent   4 bytes: 'NN+'
[02:58.697] nrf   | <info> app: I2C RX payload 116/250 bytes. Response type is 4. CRC OK (0x5C8B)
[02:58.697] nrf   | BLE out: Sent 117 bytes: 'HM0360 AE regs:
